respondent_id,_true_persona,Q2_community,Q3_nationality_region,Q4_age_group,Q5_household_composition,Q6_ownership,Q7_years_in_community,Q8_villa_bedrooms,Q9_income_bracket_aed,Q10_cleaning,Q10_gardening,Q10_pool,Q10_pest_control,Q10_repairs,Q10_none,Q11_sourcing_channel,Q12_satisfaction,Q13_pain_unreliable_staff,Q13_pain_inconsistent_quality,Q13_pain_trust_strangers,Q13_pain_high_cost,Q13_pain_time_coordinating,Q13_pain_staff_turnover,Q13_pain_no_accountability,Q13_pain_hard_to_find_specialists,Q13_pain_none,Q14_hours_coordinating_monthly,Q15_feat_fixed_schedule,Q15_feat_vetted_staff,Q15_feat_continuity,Q15_feat_bundled_package,Q15_feat_emergency_callout,Q15_feat_visit_tracking,Q15_feat_ratings_reviews,Q15_feat_flex_addons,Q15_feat_community_manager,Q16_continuity_importance,Q17_scheduling_pref,Q18_current_spend_aed,Q19_max_wtp_aed,Q20_billing_pref,Q22_vetting_importance,Q23_app_comfort,Q24_app_real_time_tracking,Q24_app_in_app_reschedule,Q24_app_ratings,Q24_app_photo_verification,Q24_app_chat,Q24_app_announcements,Q24_app_none_prefer_whatsapp,Q25_interest
314,Cost-Conscious Family Households,Dubai Hills Estate,Other,55+,Couple with children,Tenant,7.7,2,"30,000-49,999",0,0,0,0,0,1,Individual freelancers,5,1,1,0,1,1,1,0,0,0,6.7,1,0,1,1,0,0,1,0,0,4,Weekly,1947.0,1596.0,Bundled into HOA fees,3,4,1,0,1,0,0,0,0,Maybe
315,Cost-Conscious Family Households,Mudon,South Asian,55+,Couple with children,Owner,6.9,3,,1,0,0,0,0,0,DIY,3,0,0,1,1,1,0,0,0,0,9.0,1,1,0,1,0,0,0,0,0,2,Flexible/on-demand,1752.0,1060.0,Bundled into HOA fees,3,4,1,0,0,0,0,0,0,Yes
316,Cost-Conscious Family Households,Jumeirah Islands,South Asian,25-34,Multigenerational household,Tenant,8.7,4,"30,000-49,999",1,1,0,0,0,0,Agency/company,4,1,1,1,1,1,0,1,0,0,8.0,1,1,1,0,1,1,1,0,1,4,Weekly,1644.0,2323.0,Separate billing,4,3,0,1,0,1,0,0,0,Maybe
317,Cost-Conscious Family Households,The Meadows,Other Arab,35-44,Multigenerational household,Owner,6.9,4,"80,000+",1,1,0,0,1,0,Mix,3,0,0,0,0,0,0,0,0,1,5.8,0,0,0,0,0,0,0,1,0,3,Weekly,3019.0,3800.0,No preference,4,5,1,1,0,0,0,0,0,Yes
318,Affluent Low-Engagement,Damac Hills,GCC national,35-44,"Single/couple, no children",Owner,6.5,5,"80,000+",1,1,0,1,0,0,Agency/company,3,0,0,1,0,1,0,0,0,0,3.5,1,1,0,0,0,1,0,0,1,3,Monthly,7858.0,9270.0,Separate billing,5,4,0,0,0,0,1,1,0,No
319,Cost-Conscious Family Households,Jumeirah Park,GCC national,45-54,Couple with children,Owner,4.6,4,"30,000-49,999",0,1,1,0,0,0,Individual freelancers,4,1,1,1,1,1,0,0,1,0,9.6,0,1,0,0,0,0,0,0,1,4,Biweekly,927.0,914.0,Bundled into HOA fees,5,2,1,1,1,0,1,0,1,Yes
320,Tech-Savvy Young Adopters,The Meadows,South Asian,25-34,"Single/couple, no children",Tenant,0.5,3,"30,000-49,999",0,0,0,0,0,1,Individual freelancers,4,1,0,1,1,1,1,1,1,0,9.9,0,0,0,1,1,1,1,1,0,3,Biweekly,624.0,1043.0,No preference,4,5,0,0,1,0,0,1,0,Yes
321,Tech-Savvy Young Adopters,Dubai Hills Estate,Other Arab,45-54,"Single/couple, no children",Tenant,1.8,3,"30,000-49,999",0,0,0,1,0,0,Agency/company,3,0,1,0,1,1,0,0,0,1,6.0,0,0,1,1,0,1,0,0,1,1,Biweekly,1174.0,1199.0,No preference,4,5,1,0,0,0,0,0,0,No
322,Cost-Conscious Family Households,Damac Hills,Other Arab,35-44,Couple with children,Owner,12.1,3,"30,000-49,999",1,1,0,0,1,0,DIY,3,0,1,0,0,1,0,0,0,0,6.1,0,0,1,0,0,0,0,1,0,3,Biweekly,687.0,1105.0,Bundled into HOA fees,3,3,0,0,0,0,0,0,0,No
323,Cost-Conscious Family Households,The Meadows,Western (Europe/NA/ANZ),45-54,Couple with children,Owner,3.7,2,"15,000-29,999",1,0,0,0,1,0,Agency/company,5,0,0,0,1,0,0,1,1,0,6.7,0,1,1,1,1,0,0,0,0,5,Biweekly,637.0,904.0,Bundled into HOA fees,5,5,1,0,1,0,0,1,0,No
324,Skeptical Traditionalists,Mudon,African,55+,Multigenerational household,Owner,14.0,5,,0,1,0,0,0,0,Individual freelancers,3,0,1,0,0,0,0,1,0,0,1.8,0,1,1,0,0,0,0,0,0,5,Weekly,4467.0,2640.0,Separate billing,5,3,1,0,0,0,0,0,0,Yes
325,Tech-Savvy Young Adopters,The Meadows,Western (Europe/NA/ANZ),35-44,"Single/couple, no children",Owner,4.5,3,"Under 15,000",0,0,0,0,0,1,Informal/word-of-mouth,2,0,1,0,0,1,1,0,1,0,5.8,1,0,0,1,0,1,1,1,0,5,Flexible/on-demand,670.0,593.0,Bundled into HOA fees,4,5,0,0,1,1,0,0,1,Yes
326,Skeptical Traditionalists,Jumeirah Islands,Other Arab,45-54,Couple with children,Owner,9.4,3,,1,1,0,0,0,0,Informal/word-of-mouth,5,0,0,1,1,0,1,1,0,0,6.4,0,1,1,0,1,0,0,1,0,4,Monthly,1002.0,330.0,Separate billing,5,1,0,0,0,1,1,1,0,No
327,Tech-Savvy Young Adopters,Akoya Oxygen,Western (Europe/NA/ANZ),25-34,Shared housing/roommates,Tenant,0.0,3,,0,0,0,1,0,0,Individual freelancers,3,0,0,0,0,1,1,1,0,0,7.7,1,0,0,0,0,1,1,0,1,3,Flexible/on-demand,1200.0,1143.0,Bundled into HOA fees,4,5,0,0,1,0,0,0,0,Yes
328,Skeptical Traditionalists,Arabian Ranches,GCC national,55+,Multigenerational household,Tenant,10.7,4,"30,000-49,999",0,1,1,0,0,0,Individual freelancers,4,0,0,0,0,1,0,0,0,0,2.4,0,1,1,0,0,0,1,1,0,4,Weekly,1794.0,1079.0,Separate billing,5,3,1,0,1,0,0,0,0,No
329,Skeptical Traditionalists,Akoya Oxygen,GCC national,55+,Multigenerational household,Tenant,8.4,3,,0,1,1,1,1,0,Informal/word-of-mouth,3,0,0,1,0,0,0,0,0,0,2.8,1,1,1,0,1,0,0,1,0,5,Weekly,1505.0,2178.0,Separate billing,5,1,0,1,0,0,1,0,0,No
330,Cost-Conscious Family Households,Jumeirah Islands,GCC national,45-54,Couple with children,Tenant,7.0,5,"15,000-29,999",1,0,0,1,0,0,Individual freelancers,4,1,1,0,1,0,1,1,0,0,7.4,1,1,1,0,1,0,1,0,0,5,Weekly,2846.0,4559.0,Separate billing,4,2,0,0,0,0,1,0,1,No
331,Affluent Low-Engagement,Dubai Hills Estate,GCC national,45-54,Couple with children,Owner,21.0,3,"80,000+",1,1,1,1,1,0,Agency/company,2,1,0,0,0,1,0,0,0,0,,1,1,0,0,1,1,0,0,0,1,Weekly,8594.0,10639.0,Bundled into HOA fees,4,2,0,0,1,0,0,0,0,No
332,Time-Poor Premium Professionals,Akoya Oxygen,Other Arab,35-44,"Single/couple, no children",Tenant,6.9,4,"30,000-49,999",1,0,1,1,1,0,Mix,2,1,0,0,0,1,1,0,0,0,9.1,1,1,1,1,0,0,0,1,1,5,Biweekly,3543.0,4543.0,Separate billing,5,3,0,0,0,0,0,0,0,Yes
333,Affluent Low-Engagement,Damac Hills,Western (Europe/NA/ANZ),45-54,"Single/couple, no children",Owner,9.2,2,"80,000+",1,1,1,0,1,0,Agency/company,4,1,0,0,1,0,0,0,0,0,0.1,0,1,1,0,1,1,0,0,0,3,Weekly,5327.0,8707.0,Separate billing,4,3,1,0,0,0,0,1,0,Yes
334,Tech-Savvy Young Adopters,Akoya Oxygen,Southeast/East Asian,35-44,Couple with children,Owner,1.4,2,"80,000+",1,0,0,0,0,0,Individual freelancers,3,1,1,0,0,1,0,0,0,0,5.3,1,1,1,1,0,1,1,0,0,3,Weekly,1715.0,2484.0,Separate billing,5,5,0,0,0,1,1,1,0,Maybe
335,Time-Poor Premium Professionals,Arabian Ranches,African,Under 25,Couple with children,Owner,8.6,4,"30,000-49,999",1,0,1,0,1,0,Mix,4,0,0,1,1,0,0,0,0,0,8.3,1,1,1,1,0,1,0,0,1,5,Biweekly,5238.0,6597.0,Bundled into HOA fees,5,3,0,0,0,0,0,0,0,No
336,Skeptical Traditionalists,Dubai Hills Estate,GCC national,55+,"Single/couple, no children",Owner,12.6,3,,0,0,1,0,1,0,Individual freelancers,4,0,0,1,0,0,0,1,0,0,5.3,1,1,1,0,0,0,1,0,1,5,Weekly,2374.0,1437.0,No preference,5,1,0,1,0,0,0,0,0,No
337,Time-Poor Premium Professionals,The Springs,South Asian,35-44,"Single/couple, no children",Tenant,2.0,4,"50,000-79,999",1,0,0,0,1,0,Individual freelancers,2,0,0,1,0,1,0,0,0,0,9.1,1,1,1,1,0,0,1,1,0,3,Weekly,5763.0,9412.0,Bundled into HOA fees,3,5,1,0,1,0,0,0,0,Yes
338,Affluent Low-Engagement,Damac Hills,GCC national,35-44,Multigenerational household,Owner,12.5,5,"80,000+",1,1,1,1,0,0,Agency/company,5,1,0,0,0,0,0,0,0,0,0.8,1,1,1,1,0,0,0,0,1,5,Weekly,14635.0,24281.0,No preference,4,3,1,0,0,0,0,0,0,No
339,Time-Poor Premium Professionals,Dubai Hills Estate,Other Arab,35-44,"Single/couple, no children",Owner,5.9,4,"80,000+",1,0,0,1,0,0,Agency/company,3,1,0,0,1,1,1,0,0,0,5.5,1,0,1,1,0,1,0,0,1,4,Weekly,3726.0,5472.0,Separate billing,4,3,1,0,1,0,0,0,0,Maybe
340,Tech-Savvy Young Adopters,Jumeirah Park,African,25-34,"Single/couple, no children",Owner,3.1,4,"30,000-49,999",0,0,0,0,0,1,Individual freelancers,3,0,0,1,0,0,0,0,0,0,4.6,0,1,1,1,0,1,0,1,0,2,Flexible/on-demand,1834.0,1573.0,Bundled into HOA fees,4,5,1,1,1,0,1,1,0,Yes
341,Time-Poor Premium Professionals,Dubai Hills Estate,Southeast/East Asian,35-44,Couple with children,Tenant,3.9,4,"80,000+",1,0,0,0,1,0,Agency/company,2,0,1,0,1,0,1,1,1,0,11.8,0,1,0,1,0,0,1,0,0,5,Weekly,4320.0,4751.0,Separate billing,5,3,0,0,0,0,0,0,0,Yes
342,Tech-Savvy Young Adopters,Damac Hills,South Asian,25-34,Couple with children,Owner,2.5,2,"15,000-29,999",0,0,0,0,1,0,DIY,3,0,0,1,0,0,0,1,0,0,5.1,0,1,0,0,0,1,0,0,1,3,Weekly,498.0,303.0,No preference,2,4,0,0,0,1,1,0,0,Yes
343,Tech-Savvy Young Adopters,Damac Hills,South Asian,25-34,Shared housing/roommates,Tenant,1.5,4,"30,000-49,999",1,1,0,0,0,0,Individual freelancers,2,0,1,0,0,0,1,0,1,0,8.0,1,0,0,1,1,1,0,0,0,4,Monthly,755.0,693.0,Bundled into HOA fees,3,5,0,0,0,0,0,1,0,Yes
344,Skeptical Traditionalists,Mudon,Southeast/East Asian,35-44,Couple with children,Tenant,6.8,3,"30,000-49,999",1,0,1,0,1,0,Informal/word-of-mouth,4,1,0,1,0,1,0,0,0,0,5.3,1,1,1,0,0,1,0,0,1,5,Biweekly,846.0,462.0,No preference,5,2,0,0,0,1,0,0,0,Maybe
345,Affluent Low-Engagement,Mudon,Southeast/East Asian,35-44,"Single/couple, no children",Owner,6.4,4,"50,000-79,999",1,1,1,1,0,0,Agency/company,5,1,0,0,0,0,0,0,0,1,0.0,0,0,0,0,0,1,0,1,0,3,Biweekly,8640.0,17532.0,Separate billing,3,3,0,0,0,0,0,0,0,Maybe
346,Affluent Low-Engagement,Akoya Oxygen,Other Arab,55+,Couple with children,Owner,9.4,5,"80,000+",1,0,1,1,1,1,Agency/company,4,0,0,0,1,0,0,0,0,0,2.5,1,0,0,0,1,0,0,1,0,2,Biweekly,20557.0,34899.0,Separate billing,4,3,0,0,0,0,1,0,0,No
347,Tech-Savvy Young Adopters,Jumeirah Park,Western (Europe/NA/ANZ),35-44,Shared housing/roommates,Tenant,4.2,2,"30,000-49,999",0,0,0,0,1,0,Individual freelancers,2,0,1,0,0,1,1,1,0,0,8.3,0,1,1,0,0,1,0,0,0,4,Weekly,1271.0,2195.0,Bundled into HOA fees,3,4,0,0,0,0,0,0,0,Maybe
348,Cost-Conscious Family Households,The Springs,Southeast/East Asian,45-54,Multigenerational household,Tenant,7.3,4,"80,000+",1,0,0,1,0,0,Informal/word-of-mouth,1,0,1,0,1,1,0,1,1,0,8.4,1,0,0,1,0,1,1,1,1,4,Monthly,4280.0,2318.0,No preference,4,5,0,1,0,0,0,0,0,Maybe
349,Skeptical Traditionalists,Mudon,Other Arab,45-54,Multigenerational household,Owner,5.5,5,"50,000-79,999",0,0,0,1,1,0,DIY,4,0,0,0,0,0,0,1,1,0,3.2,0,1,1,0,1,0,1,0,1,5,Biweekly,5472.0,4982.0,Bundled into HOA fees,5,3,1,1,1,0,0,1,0,No
350,Time-Poor Premium Professionals,Damac Hills,Other Arab,35-44,"Single/couple, no children",Owner,3.6,4,"Under 15,000",1,1,0,1,1,0,Mix,2,1,0,0,0,0,0,1,0,0,6.9,1,0,1,1,1,1,1,1,0,5,Flexible/on-demand,2650.0,3787.0,No preference,4,3,1,0,0,0,0,0,0,Maybe
351,Skeptical Traditionalists,Akoya Oxygen,African,45-54,"Single/couple, no children",Owner,4.3,5,"30,000-49,999",1,0,0,1,1,0,Informal/word-of-mouth,4,0,0,1,0,0,0,0,1,0,2.3,0,1,0,1,1,1,1,0,0,5,Weekly,2951.0,2302.0,Separate billing,3,2,0,0,1,0,0,0,0,No
352,Time-Poor Premium Professionals,The Meadows,Southeast/East Asian,35-44,"Single/couple, no children",Owner,3.1,2,"50,000-79,999",1,0,0,0,0,0,Agency/company,3,1,1,0,0,1,0,0,0,0,9.4,1,1,1,0,1,0,0,0,0,5,Biweekly,32902.0,5642.0,Bundled into HOA fees,3,5,0,0,1,0,1,0,0,Yes
353,Skeptical Traditionalists,Mudon,GCC national,45-54,Couple with children,Owner,14.1,3,"80,000+",1,0,0,0,0,0,Individual freelancers,4,0,0,0,0,0,0,1,1,0,3.7,1,0,1,1,0,0,0,0,1,4,Weekly,3091.0,4048.0,Separate billing,5,3,1,0,0,1,0,0,0,Maybe
354,Skeptical Traditionalists,Dubai Hills Estate,Other Arab,55+,Couple with children,Owner,10.8,2,"30,000-49,999",0,1,0,1,0,0,Informal/word-of-mouth,2,0,0,1,0,0,0,0,0,0,3.4,0,1,1,0,1,1,0,1,1,5,Biweekly,1518.0,1121.0,Separate billing,5,3,1,0,0,1,0,0,0,Yes
355,Cost-Conscious Family Households,Damac Hills,Southeast/East Asian,35-44,Multigenerational household,Tenant,4.9,3,"30,000-49,999",1,1,0,0,0,0,Individual freelancers,3,0,0,0,1,0,0,0,0,0,3.8,1,1,1,1,0,0,1,0,0,4,Weekly,1236.0,1716.0,Bundled into HOA fees,3,4,1,0,0,0,1,0,0,Maybe
356,Skeptical Traditionalists,Damac Hills,Other Arab,55+,Multigenerational household,Owner,13.5,4,,1,0,0,1,1,0,Informal/word-of-mouth,4,1,0,1,0,0,1,0,0,0,2.0,0,0,1,0,0,0,0,0,1,3,Monthly,3076.0,2762.0,No preference,4,1,0,0,0,0,0,0,0,Maybe
357,Affluent Low-Engagement,The Springs,Southeast/East Asian,35-44,Couple with children,Owner,5.4,5,,1,1,0,1,0,0,Agency/company,4,1,0,0,0,0,0,0,1,0,1.1,0,0,1,1,0,0,0,0,1,3,Biweekly,14779.0,16329.0,Separate billing,5,4,0,1,0,0,1,0,0,No
358,Affluent Low-Engagement,Arabian Ranches,African,55+,"Single/couple, no children",Owner,10.5,4,"80,000+",1,1,0,0,1,0,Mix,4,1,0,0,0,0,0,0,0,0,3.2,0,1,1,0,0,0,0,0,1,4,Biweekly,9389.0,16972.0,Separate billing,4,5,0,0,0,0,0,1,0,Maybe
359,Cost-Conscious Family Households,Mudon,Other Arab,45-54,Couple with children,Tenant,5.7,2,,1,0,0,0,1,0,Individual freelancers,4,1,1,1,1,0,1,0,0,1,12.5,1,1,1,0,0,0,0,0,0,4,Weekly,641.0,433.0,Bundled into HOA fees,5,2,1,0,0,0,0,1,1,Maybe
360,Skeptical Traditionalists,Jumeirah Park,Western (Europe/NA/ANZ),55+,"Single/couple, no children",Tenant,7.5,5,"80,000+",1,1,0,1,0,0,Informal/word-of-mouth,2,0,1,1,0,0,0,1,0,0,2.0,0,0,1,0,0,1,0,0,1,5,Weekly,3900.0,4030.0,No preference,4,2,0,0,1,0,1,0,0,Maybe
361,Tech-Savvy Young Adopters,Al Furjan,GCC national,25-34,Shared housing/roommates,Owner,0.7,3,,1,0,0,0,0,0,Individual freelancers,3,1,0,0,0,0,0,1,1,0,4.4,1,0,0,1,0,1,1,0,0,3,Weekly,1091.0,1069.0,Bundled into HOA fees,4,4,1,0,0,1,0,0,0,Maybe
362,Time-Poor Premium Professionals,The Springs,Western (Europe/NA/ANZ),45-54,Multigenerational household,Owner,7.7,3,,1,1,0,1,0,0,Agency/company,4,1,1,0,0,0,1,1,0,0,10.4,1,1,1,0,1,0,1,1,0,5,Monthly,4927.0,7487.0,Separate billing,5,3,0,0,1,0,1,0,0,Yes
363,Time-Poor Premium Professionals,Akoya Oxygen,Other Arab,25-34,"Single/couple, no children",Owner,7.7,5,"50,000-79,999",0,0,0,1,0,0,Agency/company,2,0,1,1,1,1,1,0,0,0,10.4,1,0,1,0,0,1,1,0,0,2,Weekly,3761.0,4793.0,Bundled into HOA fees,5,4,1,0,0,0,0,0,0,Maybe
364,Time-Poor Premium Professionals,Jumeirah Islands,Western (Europe/NA/ANZ),35-44,"Single/couple, no children",Tenant,1.6,2,"50,000-79,999",1,1,1,1,1,0,Mix,3,0,1,0,0,1,0,0,0,0,6.3,0,1,0,0,1,0,0,0,1,4,Biweekly,3524.0,5024.0,Separate billing,3,5,1,0,1,1,0,0,0,Yes
365,Skeptical Traditionalists,Al Furjan,Other Arab,55+,Couple with children,Owner,3.8,4,"15,000-29,999",0,0,1,0,1,0,Informal/word-of-mouth,1,0,0,0,0,0,1,0,0,1,0.8,1,0,1,1,0,0,0,0,1,1,Biweekly,2217.0,1696.0,Separate billing,1,1,1,1,0,0,0,0,1,Maybe
366,Cost-Conscious Family Households,Damac Hills,South Asian,45-54,Multigenerational household,Tenant,2.0,3,"15,000-29,999",1,0,0,0,0,0,Informal/word-of-mouth,4,1,0,0,1,0,1,0,0,0,3.9,1,0,1,1,1,0,1,0,0,4,Biweekly,1416.0,1281.0,Separate billing,5,1,0,1,1,0,1,1,1,No
367,Affluent Low-Engagement,Arabian Ranches,GCC national,55+,Couple with children,Owner,4.1,3,"80,000+",1,0,1,0,1,0,Agency/company,4,0,1,0,0,0,0,0,0,0,0.1,1,0,1,0,0,0,0,0,0,4,Weekly,12571.0,18375.0,Bundled into HOA fees,4,2,0,1,1,1,0,0,0,Maybe
368,Skeptical Traditionalists,The Meadows,Other,55+,Couple with children,Owner,7.4,4,"30,000-49,999",0,0,0,1,0,0,Informal/word-of-mouth,3,0,0,1,0,0,0,1,0,0,2.2,0,1,0,0,0,0,0,0,1,4,Flexible/on-demand,1700.0,964.0,Separate billing,5,3,1,0,0,0,0,0,0,Maybe
369,Cost-Conscious Family Households,Mudon,South Asian,35-44,Couple with children,Owner,10.7,2,"15,000-29,999",1,0,0,1,1,0,Individual freelancers,2,0,0,1,1,0,0,0,1,0,2.8,1,1,0,1,1,0,0,0,1,3,Weekly,1299.0,1479.0,Bundled into HOA fees,4,3,1,0,0,0,0,0,0,Yes
370,Tech-Savvy Young Adopters,Jumeirah Islands,Western (Europe/NA/ANZ),35-44,"Single/couple, no children",Tenant,0.6,2,"30,000-49,999",0,0,0,0,1,0,Agency/company,4,1,0,0,0,0,0,1,0,0,5.2,0,1,1,0,0,0,1,0,0,3,Monthly,881.0,982.0,Separate billing,5,5,0,1,0,0,1,0,0,Maybe
371,Affluent Low-Engagement,Al Furjan,Other,55+,Couple with children,Owner,5.1,4,"80,000+",1,1,1,0,1,0,Agency/company,4,0,0,0,0,1,0,0,0,0,2.1,1,0,0,0,0,0,0,0,0,2,Weekly,13462.0,20049.0,Bundled into HOA fees,4,1,0,1,0,0,0,0,0,Yes
372,Cost-Conscious Family Households,Al Furjan,Other Arab,35-44,Couple with children,Tenant,3.0,4,"15,000-29,999",1,1,0,1,0,0,Individual freelancers,4,1,1,1,1,0,1,1,0,0,6.4,0,1,1,0,0,0,0,1,1,2,Biweekly,1189.0,1115.0,Separate billing,4,4,0,0,0,0,0,1,0,Maybe
373,Cost-Conscious Family Households,Al Furjan,South Asian,35-44,Couple with children,Owner,14.5,2,"15,000-29,999",1,0,0,0,0,0,Mix,4,0,0,0,1,1,0,0,1,0,7.6,0,0,0,1,0,1,0,1,0,2,Biweekly,1351.0,1621.0,No preference,4,2,0,0,0,0,0,0,1,Maybe
374,Cost-Conscious Family Households,Akoya Oxygen,Western (Europe/NA/ANZ),45-54,Couple with children,Owner,4.5,4,"30,000-49,999",1,1,0,1,1,0,Informal/word-of-mouth,4,0,1,1,1,0,0,0,0,0,8.7,1,0,0,1,0,0,0,0,0,3,Biweekly,1286.0,2006.0,No preference,4,4,1,0,0,0,1,0,0,No
375,Time-Poor Premium Professionals,Dubai Hills Estate,South Asian,25-34,"Single/couple, no children",Owner,0.5,3,"30,000-49,999",1,0,0,0,0,0,Mix,3,1,0,0,1,1,0,0,1,0,11.3,1,1,1,1,1,1,0,0,0,5,Flexible/on-demand,3958.0,5647.0,Bundled into HOA fees,4,5,1,0,0,1,0,0,0,Yes
376,Time-Poor Premium Professionals,Al Furjan,Other Arab,25-34,"Single/couple, no children",Owner,2.3,3,"30,000-49,999",1,0,0,0,1,0,DIY,2,0,0,0,0,0,1,1,0,0,5.2,1,1,0,1,0,0,1,0,0,4,Weekly,3096.0,6961.0,Bundled into HOA fees,5,5,0,1,0,0,0,0,0,No
377,Tech-Savvy Young Adopters,Al Furjan,Other Arab,35-44,Couple with children,Tenant,2.3,4,"Under 15,000",0,0,0,0,1,0,Informal/word-of-mouth,5,0,0,0,1,1,0,0,1,0,5.9,0,1,1,1,1,0,1,1,0,3,Biweekly,1239.0,688.0,Bundled into HOA fees,2,4,1,0,0,0,0,0,0,Maybe
378,Cost-Conscious Family Households,Jumeirah Park,GCC national,35-44,"Single/couple, no children",Tenant,9.6,3,"30,000-49,999",1,0,1,0,1,0,Informal/word-of-mouth,4,1,1,1,0,0,1,1,0,0,7.8,1,1,1,0,1,0,1,0,0,5,Biweekly,1166.0,751.0,Bundled into HOA fees,4,3,1,0,1,0,0,0,0,Yes
379,Cost-Conscious Family Households,Jumeirah Park,Other Arab,35-44,"Single/couple, no children",Tenant,4.9,3,"30,000-49,999",1,0,0,0,0,0,Mix,4,1,0,0,0,1,1,0,0,0,9.2,1,1,1,0,0,1,0,0,0,4,Weekly,1396.0,1213.0,No preference,5,3,0,0,0,1,0,0,0,Maybe
380,Affluent Low-Engagement,The Meadows,Other Arab,45-54,"Single/couple, no children",Owner,7.4,4,,1,1,0,1,1,0,Agency/company,4,0,0,0,0,0,0,0,0,1,2.1,0,0,1,1,0,0,0,0,1,4,Biweekly,12690.0,22144.0,No preference,3,2,0,1,0,0,1,1,0,Maybe
381,Skeptical Traditionalists,Jumeirah Islands,Other Arab,55+,Couple with children,Owner,9.6,4,,0,1,0,0,0,0,Informal/word-of-mouth,2,0,0,1,0,0,1,1,0,0,5.1,0,1,0,0,0,0,1,0,1,5,Weekly,1607.0,1699.0,Separate billing,5,2,0,0,0,0,0,0,0,Yes
382,Tech-Savvy Young Adopters,Jumeirah Park,South Asian,25-34,Couple with children,Tenant,2.9,2,"15,000-29,999",0,0,0,1,1,0,DIY,3,0,0,0,0,0,0,0,1,0,4.5,1,1,1,1,0,1,1,1,0,3,Weekly,867.0,990.0,Separate billing,2,5,0,0,0,0,1,0,0,Maybe
383,Affluent Low-Engagement,Arabian Ranches,Western (Europe/NA/ANZ),35-44,Couple with children,Owner,3.6,4,"80,000+",1,1,0,1,1,0,Agency/company,5,0,0,0,0,0,0,0,0,1,1.7,0,0,1,1,0,0,0,0,1,3,Monthly,9462.0,11740.0,Bundled into HOA fees,5,4,0,1,1,0,1,0,0,Maybe
384,Cost-Conscious Family Households,Mudon,Western (Europe/NA/ANZ),45-54,Couple with children,Tenant,4.3,3,"15,000-29,999",1,0,0,0,1,0,Individual freelancers,3,0,0,0,1,0,1,0,0,0,5.4,0,0,1,1,0,0,0,1,0,3,Weekly,1473.0,1625.0,Separate billing,5,4,1,1,0,0,0,0,0,Maybe
385,Cost-Conscious Family Households,The Meadows,Southeast/East Asian,35-44,Couple with children,Owner,9.8,5,"30,000-49,999",0,0,0,0,1,0,Individual freelancers,2,1,0,1,0,1,0,1,0,0,4.7,1,1,0,1,0,0,1,0,0,1,Biweekly,2887.0,3538.0,No preference,3,4,0,0,1,0,1,0,0,Yes
386,Tech-Savvy Young Adopters,Al Furjan,Western (Europe/NA/ANZ),Under 25,"Single/couple, no children",Tenant,0.4,3,"50,000-79,999",1,1,0,1,0,0,Informal/word-of-mouth,4,0,0,0,1,0,1,0,1,0,3.4,0,0,0,1,1,0,1,0,0,3,Biweekly,1335.0,1280.0,Bundled into HOA fees,4,5,0,0,0,1,0,0,0,Maybe
387,Affluent Low-Engagement,The Meadows,Other Arab,55+,Couple with children,Owner,9.3,5,"80,000+",1,1,1,1,0,0,Agency/company,4,1,0,0,0,0,0,0,0,0,3.3,1,0,1,0,1,0,0,1,0,3,Weekly,6287.0,6709.0,Separate billing,4,4,0,1,0,1,0,0,0,Maybe
388,Tech-Savvy Young Adopters,The Springs,Other Arab,25-34,"Single/couple, no children",Tenant,1.2,4,,0,0,0,0,1,0,Individual freelancers,3,0,0,0,0,0,1,0,0,0,6.7,1,1,0,1,0,1,1,0,0,3,Weekly,1528.0,2296.0,Separate billing,4,5,0,0,0,1,1,0,0,Maybe
389,Time-Poor Premium Professionals,Jumeirah Park,Other Arab,25-34,"Single/couple, no children",Tenant,5.7,4,"50,000-79,999",1,0,1,0,1,0,Agency/company,3,0,1,0,1,1,1,0,1,0,11.0,1,0,0,1,0,1,1,1,0,5,Weekly,2312.0,4127.0,Separate billing,5,5,1,1,0,0,1,0,0,Yes
390,Tech-Savvy Young Adopters,Dubai Hills Estate,GCC national,35-44,Couple with children,Tenant,7.6,3,"15,000-29,999",0,0,0,0,1,0,Agency/company,3,0,0,1,1,0,0,0,0,0,5.1,0,1,0,1,0,1,0,1,0,3,Flexible/on-demand,878.0,1285.0,Bundled into HOA fees,3,5,1,0,0,0,0,0,0,Yes
391,Skeptical Traditionalists,Arabian Ranches,Other Arab,55+,Couple with children,Owner,8.2,4,"80,000+",1,1,0,0,0,0,Individual freelancers,3,0,0,0,0,0,0,1,0,0,2.8,0,0,0,0,0,0,0,1,0,4,Biweekly,2208.0,3137.0,No preference,5,2,0,1,1,0,0,1,1,No
392,Time-Poor Premium Professionals,Arabian Ranches,South Asian,25-34,Multigenerational household,Owner,4.2,3,"30,000-49,999",1,0,0,1,1,0,Mix,3,0,1,0,1,1,0,0,1,0,7.9,1,1,1,1,1,0,1,0,0,5,Biweekly,3671.0,6982.0,Bundled into HOA fees,5,4,0,0,1,1,0,0,0,Maybe
